filename,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20
0\10.jpg,0.5860661864280701,0.7009443044662476,0.47500282526016235,0.6448403596878052,0.3925403356552124,0.5626283288002014,0.3930150270462036,0.4743157625198364,0.44034022092819214,0.41667887568473816,0.4877312481403351,0.48066985607147217,0.4962399899959564,0.4158353805541992,0.4929356575012207,0.5048971772193909,0.48640283942222595,0.5259116291999817,0.5673781037330627,0.4902581572532654,0.5705814361572266,0.4340945780277252,0.5593611001968384,0.5363845229148865,0.5595207214355469,0.5488344430923462,0.640815019607544,0.5113157033920288,0.6445349454879761,0.45897579193115234,0.6233741044998169,0.5544931888580322,0.6137614250183105,0.5625789165496826,0.7111508846282959,0.5428086519241333,0.7192359566688538,0.5028362274169922,0.6917179226875305,0.5665411949157715,0.676198422908783,0.5827293992042542
0\11.jpg,0.6614885330200195,0.7124254703521729,0.5170095562934875,0.6637989282608032,0.4195595979690552,0.5763949751853943,0.4153376817703247,0.47958341240882874,0.4709118902683258,0.4383295774459839,0.49686431884765625,0.4958653151988983,0.5085397362709045,0.4183931052684784,0.5094972848892212,0.5035451650619507,0.49928051233291626,0.5266816020011902,0.5818119049072266,0.500012993812561,0.5874735116958618,0.42453664541244507,0.5788021683692932,0.5300454497337341,0.573835015296936,0.5501605868339539,0.653927743434906,0.5164376497268677,0.6618849635124207,0.45635852217674255,0.6460068821907043,0.5557981729507446,0.6349528431892395,0.5751007199287415,0.7212435007095337,0.5393274426460266,0.7334151864051819,0.4978119432926178,0.7160240411758423,0.5655168890953064,0.7041847705841064,0.5878474116325378
0\13.jpg,0.5581492185592651,0.5691465139389038,0.4326713979244232,0.4901149868965149,0.3508317470550537,0.3936229944229126,0.34946209192276,0.3016394376754761,0.4066196382045746,0.25820183753967285,0.4684484302997589,0.3087084889411926,0.47603756189346313,0.25446173548698425,0.4733678996562958,0.3547736406326294,0.4710451662540436,0.35882070660591125,0.5586910247802734,0.32493722438812256,0.5514787435531616,0.27479541301727295,0.5371933579444885,0.3868247866630554,0.5463318228721619,0.3840235471725464,0.6357401013374329,0.35556167364120483,0.6252765655517578,0.3041577935218811,0.5966163277626038,0.40882331132888794,0.5994480848312378,0.40251728892326355,0.7033942937850952,0.3931134343147278,0.6960743069648743,0.3472505509853363,0.6593004465103149,0.41554057598114014,0.6563918590545654,0.4235644042491913
0\14.jpg,0.5207010507583618,0.48852837085723877,0.4098019003868103,0.4233669340610504,0.3247165083885193,0.3388761579990387,0.3279714584350586,0.26052260398864746,0.3859962821006775,0.21236222982406616,0.4534285068511963,0.23912832140922546,0.4332323670387268,0.2090640664100647,0.4334482252597809,0.3121080696582794,0.4430842995643616,0.31673943996429443,0.5443665385246277,0.25371599197387695,0.5201472043991089,0.2215927243232727,0.5040819048881531,0.3334539532661438,0.520520806312561,0.33624064922332764,0.6256804466247559,0.28266263008117676,0.6009594202041626,0.2387368083000183,0.5716874003410339,0.3438968062400818,0.5827422738075256,0.3416995406150818,0.6981668472290039,0.32477688789367676,0.6897341012954712,0.2803748548030853,0.6474605798721313,0.3425289988517761,0.6411356925964355,0.35263878107070923
0\16.jpg,0.704495906829834,0.5070855617523193,0.670117974281311,0.6225870847702026,0.6332936882972717,0.6567520499229431,0.7339065670967102,0.5654306411743164,0.8387932777404785,0.46107494831085205,0.45021554827690125,0.5449347496032715,0.419719934463501,0.5707759261131287,0.5074331164360046,0.5784458518028259,0.551285982131958,0.5494942665100098,0.4969954490661621,0.4407833218574524,0.6237682104110718,0.4705408811569214,0.6978825926780701,0.5205380320549011,0.6611171960830688,0.5119428038597107,0.5775955319404602,0.3683479428291321,0.7363094687461853,0.3973830044269562,0.7874218225479126,0.46383023262023926,0.7403755187988281,0.47134196758270264,0.6558218002319336,0.31466057896614075,0.7823513746261597,0.3504899740219116,0.816521406173706,0.4161599576473236,0.7865382432937622,0.4347555339336395
0\17.jpg,0.38732096552848816,0.7202051877975464,0.24729642271995544,0.5819475650787354,0.15867501497268677,0.4458778202533722,0.126137375831604,0.356084406375885,0.17677123844623566,0.32751983404159546,0.3242483139038086,0.2645241916179657,0.19167976081371307,0.30327367782592773,0.19329774379730225,0.4183337688446045,0.242416650056839,0.44066235423088074,0.42080917954444885,0.3045613467693329,0.2542172074317932,0.36324775218963623,0.2559325695037842,0.4766256809234619,0.31167349219322205,0.4847269654273987,0.5002550482749939,0.3752635717391968,0.3371111750602722,0.40863466262817383,0.32846516370773315,0.5049362182617188,0.37071868777275085,0.5077126622200012,0.5656846761703491,0.4652584195137024,0.44203150272369385,0.47873443365097046,0.4075728952884674,0.5192686319351196,0.4166584014892578,0.5050610303878784
0\18.jpg,0.5859460234642029,0.6635445356369019,0.6872271299362183,0.5652939081192017,0.7326993942260742,0.520362138748169,0.7256535291671753,0.4754352569580078,0.6905539631843567,0.44349730014801025,0.5846121311187744,0.5183172821998596,0.6021906137466431,0.46043023467063904,0.6410036683082581,0.43153464794158936,0.654633641242981,0.44417136907577515,0.5310474634170532,0.5096651911735535,0.5705903172492981,0.4140869975090027,0.616095244884491,0.4222017824649811,0.6304011344909668,0.4714064598083496,0.4760280251502991,0.48751112818717957,0.5242235660552979,0.3791414499282837,0.5730140209197998,0.41969192028045654,0.587723433971405,0.4830576777458191,0.40829211473464966,0.4634378254413605,0.44265273213386536,0.36110663414001465,0.48099827766418457,0.38441064953804016,0.5014683604240417,0.4362967312335968
0\19.jpg,0.5731577277183533,0.6033378839492798,0.5918059349060059,0.5718073844909668,0.6022073030471802,0.5259497165679932,0.5981509685516357,0.4802309274673462,0.5987913012504578,0.43983304500579834,0.7239616513252258,0.5452865958213806,0.6385078430175781,0.4732750356197357,0.5677111744880676,0.43665772676467896,0.5141721367835999,0.42680439352989197,0.7519600987434387,0.5290329456329346,0.6438086628913879,0.436546266078949,0.5599812269210815,0.40552622079849243,0.4972870349884033,0.40885019302368164,0.7686526775360107,0.5098774433135986,0.6636202931404114,0.41490110754966736,0.5806852579116821,0.3958779573440552,0.5203566551208496,0.40684443712234497,0.7804887294769287,0.4860374629497528,0.706836998462677,0.4106936454772949,0.6423051357269287,0.4074822962284088,0.5925013422966003,0.4251406192779541
0\20.jpg,0.5638819932937622,0.6462416052818298,0.6859012246131897,0.5773513317108154,0.7537112832069397,0.5049740076065063,0.7310465574264526,0.4314209520816803,0.6856132745742798,0.40974846482276917,0.636195719242096,0.4442741274833679,0.6390234231948853,0.3990556597709656,0.6562585830688477,0.4342133402824402,0.6680169105529785,0.46532440185546875,0.5700538754463196,0.4418807029724121,0.5733888745307922,0.4007566571235657,0.5906938314437866,0.44567009806632996,0.604205310344696,0.48421549797058105,0.50655198097229,0.4461195170879364,0.513877809047699,0.39138397574424744,0.5319802761077881,0.44210001826286316,0.5468085408210754,0.48186928033828735,0.43700504302978516,0.46687960624694824,0.43628454208374023,0.39352947473526,0.45846420526504517,0.4110846519470215,0.48292750120162964,0.4328867495059967
0\21.jpg,0.5261598229408264,0.5411548614501953,0.4290013909339905,0.4717315435409546,0.3656370937824249,0.38308119773864746,0.3742716908454895,0.29889896512031555,0.4337536692619324,0.25006741285324097,0.5020047426223755,0.30027204751968384,0.5101386904716492,0.2601417601108551,0.48018574714660645,0.339724063873291,0.4773663878440857,0.3558708429336548,0.5878832936286926,0.32334843277931213,0.5874361991882324,0.2798752784729004,0.5402693748474121,0.37078070640563965,0.5407384634017944,0.3891189694404602,0.6628627181053162,0.36046165227890015,0.6595394015312195,0.3117048740386963,0.6088857054710388,0.39158034324645996,0.6083263754844666,0.40179747343063354,0.7269390225410461,0.4109123647212982,0.731117844581604,0.36251434683799744,0.682234525680542,0.410982608795166,0.6714425683021545,0.42579180002212524
