center_x,center_y,width,height
0.5504720509052277,0.6310338377952576,0.18012887239456177,0.24815905094146729
0.5989343971014023,0.5752080976963043,0.23638001084327698,0.2983885407447815
0.5975089967250824,0.5507844388484955,0.23393362760543823,0.292449414730072
0.5931436866521835,0.5417078733444214,0.2230025827884674,0.2926112413406372
0.5965306311845779,0.5462722629308701,0.22641977667808533,0.2923053801059723
0.5957117676734924,0.5415358394384384,0.2251795530319214,0.29012516140937805
0.5954907387495041,0.5365890264511108,0.22929492592811584,0.29005467891693115
0.5933397114276886,0.5294440686702728,0.23334580659866333,0.2943342328071594
0.584513783454895,0.5150353610515594,0.2274717092514038,0.3011670708656311
0.5769127905368805,0.49584171175956726,0.2265438437461853,0.3119446635246277
0.5640146285295486,0.4690631926059723,0.21869084239006042,0.32421547174453735
0.5488876551389694,0.4421386271715164,0.21123364567756653,0.32748302817344666
0.5309288799762726,0.4185170978307724,0.21507877111434937,0.32523444294929504
0.4931667745113373,0.3740817904472351,0.21237438917160034,0.3660789728164673
0.46490421891212463,0.36398327350616455,0.20414942502975464,0.37129318714141846
0.4657832533121109,0.36161334067583084,0.20852527022361755,0.37394116818904877
0.4384767413139343,0.3563352897763252,0.19529879093170166,0.36936138570308685
0.41130778193473816,0.36210136860609055,0.1947208046913147,0.36396802961826324
0.38656388223171234,0.3691512197256088,0.19753918051719666,0.3636205494403839
0.3544263392686844,0.3794149160385132,0.20223721861839294,0.3635213375091553
0.32981228083372116,0.39705127477645874,0.20889820158481598,0.3621227741241455
0.3082008585333824,0.4314876198768616,0.21662957966327667,0.35022270679473877
0.28541871905326843,0.4780348539352417,0.21069222688674927,0.31981098651885986
0.2728154808282852,0.5272496491670609,0.2210414707660675,0.31016823649406433
0.27614864706993103,0.6159266233444214,0.22698122262954712,0.2803475856781006
0.2906941697001457,0.6572965681552887,0.2346363216638565,0.29209309816360474
0.29106783866882324,0.6613929569721222,0.2335444688796997,0.2943757176399231
0.3144230991601944,0.6933100819587708,0.24456259608268738,0.3006463050842285
0.34359510242938995,0.7275616824626923,0.2356078326702118,0.3077462315559387
0.3697008788585663,0.7579186856746674,0.2255508303642273,0.3046577572822571
0.4009121358394623,0.7753813564777374,0.22800475358963013,0.28162652254104614
0.4320877194404602,0.7936865985393524,0.23654711246490479,0.28052788972854614
0.46006186306476593,0.8063583374023438,0.2315429151058197,0.2807645797729492
0.48648449778556824,0.8115208446979523,0.2389715313911438,0.2862934470176697
0.5068727731704712,0.8180822432041168,0.24912261962890625,0.2998419404029846
0.5207495242357254,0.8170375525951385,0.2587212026119232,0.3037884831428528
0.5182489156723022,0.817712813615799,0.25707030296325684,0.30582934617996216
0.5163988023996353,0.8185460269451141,0.2558210790157318,0.30572861433029175
0.49850012362003326,0.8168562948703766,0.25488850474357605,0.2929432988166809
0.45815762877464294,0.8194020092487335,0.242692768573761,0.28908151388168335
0.42382071912288666,0.8204448521137238,0.24620166420936584,0.28756219148635864
0.37683163583278656,0.8175966739654541,0.24136009812355042,0.27863335609436035
0.32521744817495346,0.8179136216640472,0.24482549726963043,0.276944100856781
0.2901524156332016,0.8124386668205261,0.25623849034309387,0.296211838722229
0.2552036792039871,0.7970381677150726,0.2598397433757782,0.2858240008354187
0.23092270642518997,0.7988505065441132,0.2614883631467819,0.3001282811164856
0.21475431323051453,0.7998465895652771,0.2632502317428589,0.2958458662033081
0.20135574787855148,0.8011627495288849,0.26590873301029205,0.2964901328086853
0.19504062086343765,0.7978961169719696,0.26510123908519745,0.30318325757980347
0.19450991600751877,0.7909204661846161,0.263302817940712,0.3095703721046448
0.19478563591837883,0.7936651706695557,0.26414356380701065,0.3107478618621826
0.1994495987892151,0.7865432798862457,0.2637968063354492,0.30807143449783325
0.2010318860411644,0.7870489954948425,0.2618665248155594,0.3155595064163208
0.20559706911444664,0.7793793380260468,0.25923294574022293,0.3065534234046936
0.2094438560307026,0.782543271780014,0.2614190801978111,0.31132441759109497
0.21435517817735672,0.7809364497661591,0.2615169733762741,0.3058176636695862
0.21659191697835922,0.774934709072113,0.2633451968431473,0.30251097679138184
0.2207016944885254,0.7766419947147369,0.264238178730011,0.31529122591018677
0.22318097576498985,0.7761977314949036,0.2630109265446663,0.31397056579589844
0.22291504591703415,0.781217634677887,0.2643368989229202,0.311850905418396
